#Parameters = {C_p=3e-13; C_p_add=7e-14; L_s=7e-10; R_s=4.8}
#"Frequency / GHz"	"Total RCS [pw]_(C_p=1.08e-12) [Magnitude]"
#-------------------------------------------------------------
6.0000000000000	136.83926092412
6.0080160320641	137.66673893228
6.0160320641283	138.54545005328
6.0240480961924	139.47802207198
6.0320641282565	140.33073438964
6.0400801603206	141.17626308967
6.0480961923848	142.01164137298
6.0561122244489	142.86113802615
6.0641282565130	143.74893172485
6.0721442885772	144.65424510543
6.0801603206413	145.57563685306
6.0881763527054	146.39374598654
6.0961923847695	147.23528449488
6.1042084168337	148.10975721441
6.1122244488978	148.98845186441
6.1202404809619	149.89819451866
6.1282565130261	150.81763145380
6.1362725450902	151.63623205697
6.1442885771543	152.47548687671
6.1523046092184	153.34380332869
6.1603206412826	154.21454450571
6.1683366733467	155.10547776616
6.1763527054108	156.01393723911
6.1843687374749	156.81403393012
6.1923847695391	157.63956894913
6.2004008016032	158.47707730882
6.2084168336673	159.33775800082
6.2164328657315	160.18919957836
6.2244488977956	161.02395260478
6.2324649298597	161.84866164254
6.2404809619238	162.59418975641
6.2484969939880	163.37694661734
6.2565130260521	164.20362271212
6.2645290581162	164.98331274400
6.2725450901804	165.75552027352
6.2805611222445	166.51309069624
6.2885771543086	167.18061249233
6.2965931863727	167.88554224982
6.3046092184369	168.60944410508
6.3126252505010	169.31129060561
6.3206412825651	169.96755839506
6.3286573146293	170.57223087921
6.3366733466934	171.18378092506
6.3446893787575	171.71289462115
6.3527054108216	172.28315870139
6.3607214428858	172.85101490228
6.3687374749499	173.32664356284
6.3767535070140	173.76077821166
6.3847695390782	174.17649881885
6.3927855711423	174.50491276582
6.4008016032064	174.84837748342
6.4088176352705	175.17921281434
6.4168336673347	175.40042485873
6.4248496993988	175.56558352584
6.4328657314629	175.69744694817
6.4408817635271	175.71642910095
6.4488977955912	175.73314750903
6.4569138276553	175.70634503489
6.4649298597194	175.57807757879
6.4729458917836	175.34983884313
6.4809619238477	175.02639028301
6.4889779559118	174.68261022592
6.4969939879760	174.19604286696
6.5050100200401	173.68350732845
6.5130260521042	173.08039907667
6.5210420841683	172.33741443614
6.5290581162325	171.49928619485
6.5370741482966	170.63041348132
6.5450901803607	169.61390465511
6.5531062124248	168.59254791926
6.5611222444890	167.48873010522
6.5691382765531	166.33687277394
6.5771543086172	165.11672603763
6.5851703406814	163.94660140958
6.5931863727455	162.82520345335
6.6012024048096	161.80270938621
6.6092184368737	160.97919142876
6.6172344689379	160.35681225801
6.6252505010020	160.07424472205
6.6332665330661	160.22137707891
6.6412825651303	160.99122897647
6.6492985971944	162.36293882855
6.6573146292585	164.60478514568
6.6653306613226	167.75638972828
6.6733466933868	171.95028397082
6.6813627254509	177.19129420005
6.6893787575150	183.57345353238
6.6973947895792	190.98700081805
6.7054108216433	199.34419438559
6.7134268537074	208.54024490209
6.7214428857715	218.31641973936
6.7294589178357	228.48189279445
6.7374749498998	238.78421209735
6.7454909819639	249.07203781519
6.7535070140281	258.97522540622
6.7615230460922	268.52941463928
6.7695390781563	277.59675262929
6.7775551102204	286.03614683881
6.7855711422846	293.86890558701
6.7935871743487	301.13212455480
6.8016032064128	307.62564427113
6.8096192384770	313.61981683306
6.8176352705411	319.07743556151
6.8256513026052	324.07257626082
6.8336673346693	328.57216039898
6.8416833667335	332.71906425399
6.8496993987976	336.47576478041
6.8577154308617	339.87691032005
6.8657314629259	343.10531245925
6.8737474949900	346.03737674045
6.8817635270541	348.80871314094
6.8897795591182	351.34365207532
6.8977955911824	353.83584207510
6.9058116232465	355.98442803624
6.9138276553106	358.16751762714
6.9218436873747	360.23649435309
6.9298597194389	362.26564714901
6.9378757515030	364.12072497630
6.9458917835671	365.96995859263
6.9539078156313	367.71394465536
6.9619238476954	369.40451716056
6.9699398797595	371.15317468533
6.9779559118236	372.81368871524
6.9859719438878	374.44300753676
6.9939879759519	375.99667984331
7.0020040080160	377.62561640460
7.0100200400802	379.07074150644
7.0180360721443	380.63109784792
7.0260521042084	382.21166222547
7.0340681362725	383.70050864978
7.0420841683367	385.16243124961
7.0501002004008	386.69996649101
7.0581162324649	388.05938016149
7.0661322645291	389.55803943378
7.0741482965932	391.05096717538
7.0821643286573	392.53909636929
7.0901803607214	393.91728249956
7.0981963927856	395.33889479492
7.1062124248497	396.74609957422
7.1142284569138	398.13677197181
7.1222444889780	399.64248415519
7.1302605210421	401.03730646022
7.1382765531062	402.43320475976
7.1462925851703	403.74730219831
7.1543086172345	405.21912033380
7.1623246492986	406.48732104286
7.1703406813627	407.93534636267
7.1783567134269	409.32096240173
7.1863727454910	410.71083967513
7.1943887775551	411.95971003999
7.2024048096192	413.30801602418
7.2104208416834	414.62970211968
7.2184368737475	415.96201999465
7.2264529058116	417.35017198412
7.2344689378758	418.64110332450
