#Parameters = {C_p=3e-13; C_p_add=7e-14; L_s=7e-10; R_s=4.8}
#"Frequency / GHz"	"Total RCS [pw]_(C_p=1.08e-12) [Magnitude]"
#-------------------------------------------------------------
6.0000000000000	115.34385308426
6.0080160320641	116.04386565017
6.0160320641283	116.68116514872
6.0240480961924	117.39153708756
6.0320641282565	118.10536772881
6.0400801603206	118.77505090044
6.0480961923848	119.44306102003
6.0561122244489	120.17225072623
6.0641282565130	120.87046041028
6.0721442885772	121.50688383199
6.0801603206413	122.23338600425
6.0881763527054	122.93971690870
6.0961923847695	123.60594858843
6.1042084168337	124.28240098581
6.1122244488978	124.99682527330
6.1202404809619	125.68586628051
6.1282565130261	126.35108827811
6.1362725450902	127.02722225339
6.1442885771543	127.74976781607
6.1523046092184	128.41116178029
6.1603206412826	129.05472670402
6.1683366733467	129.77017596834
6.1763527054108	130.47027235737
6.1843687374749	131.07550781814
6.1923847695391	131.77556434609
6.2004008016032	132.48695695156
6.2084168336673	133.12043858886
6.2164328657315	133.76595716998
6.2244488977956	134.47245624358
6.2324649298597	135.16556880318
6.2404809619238	135.77616336361
6.2484969939880	136.48388993336
6.2565130260521	137.21478966294
6.2645290581162	137.85829584900
6.2725450901804	138.55166741794
6.2805611222445	139.34843647224
6.2885771543086	140.06174256797
6.2965931863727	140.81220004249
6.3046092184369	141.66071038531
6.3126252505010	142.55240841494
6.3206412825651	143.42731227031
6.3286573146293	144.40403056606
6.3366733466934	145.55314190103
6.3446893787575	146.71645383156
6.3527054108216	148.00731476151
6.3607214428858	149.53276911420
6.3687374749499	151.21529388413
6.3767535070140	153.08601369380
6.3847695390782	155.24928017537
6.3927855711423	157.70811711742
6.4008016032064	160.49223074838
6.4088176352705	163.60334031441
6.4168336673347	167.06565372030
6.4248496993988	170.92882537954
6.4328657314629	175.10189233154
6.4408817635271	179.45168377655
6.4488977955912	184.06130400232
6.4569138276553	188.74703071405
6.4649298597194	193.31029378833
6.4729458917836	197.67753741658
6.4809619238477	201.79674174272
6.4889779559118	205.57911092282
6.4969939879760	208.80646690872
6.5050100200401	211.64624361514
6.5130260521042	214.09441695314
6.5210420841683	216.04999814953
6.5290581162325	217.61620937119
6.5370741482966	218.95340844987
6.5450901803607	219.95075371110
6.5531062124248	220.75477142737
6.5611222444890	221.36943061573
6.5691382765531	221.90087279732
6.5771543086172	222.28527671174
6.5851703406814	222.59724853914
6.5931863727455	222.87840552740
6.6012024048096	223.14588535011
6.6092184368737	223.41411479781
6.6172344689379	223.60096490979
6.6252505010020	223.85303227220
6.6332665330661	224.08907403429
6.6412825651303	224.37819560792
6.6492985971944	224.58320427623
6.6573146292585	224.93241374958
6.6653306613226	225.23976345313
6.6733466933868	225.55867382071
6.6813627254509	225.89029701951
6.6893787575150	226.29802120325
6.6973947895792	226.65980765932
6.7054108216433	227.05027733452
6.7134268537074	227.54617417920
6.7214428857715	227.97379175160
6.7294589178357	228.40370900636
6.7374749498998	228.88256917114
6.7454909819639	229.45217294933
6.7535070140281	229.88228819053
6.7615230460922	230.41739054842
6.7695390781563	231.00831686841
6.7775551102204	231.52669532307
6.7855711422846	232.04666886174
6.7935871743487	232.69437281219
6.8016032064128	233.23798452986
6.8096192384770	233.82063549213
6.8176352705411	234.42751205568
6.8256513026052	235.07968656343
6.8336673346693	235.64558575069
6.8416833667335	236.25626218894
6.8496993987976	236.91369281962
6.8577154308617	237.54182632578
6.8657314629259	238.19047183145
6.8737474949900	238.82083523259
6.8817635270541	239.49755547724
6.8897795591182	240.10025632392
6.8977955911824	240.80139188398
6.9058116232465	241.42394952714
6.9138276553106	242.11981493075
6.9218436873747	242.75219084231
6.9298597194389	243.44712022252
6.9378757515030	244.09723774207
6.9458917835671	244.75822934234
6.9539078156313	245.40850873306
6.9619238476954	246.09581625420
6.9699398797595	246.79732593949
6.9779559118236	247.42254400121
6.9859719438878	248.09684661146
6.9939879759519	248.76245671658
7.0020040080160	249.45597295795
7.0100200400802	250.05642919421
7.0180360721443	250.76281368019
7.0260521042084	251.43865480680
7.0340681362725	252.04235535234
7.0420841683367	252.70266077654
7.0501002004008	253.42429007899
7.0581162324649	253.98442778060
7.0661322645291	254.64826278685
7.0741482965932	255.32806640679
7.0821643286573	255.96211339438
7.0901803607214	256.53390259025
7.0981963927856	257.19729525672
7.1062124248497	257.83436327225
7.1142284569138	258.40014470699
7.1222444889780	259.06262787672
7.1302605210421	259.67537827943
7.1382765531062	260.25668812433
7.1462925851703	260.79836463916
7.1543086172345	261.48791541250
7.1623246492986	262.00144351208
7.1703406813627	262.57966594368
7.1783567134269	263.15953769987
7.1863727454910	263.76944645612
7.1943887775551	264.25186335637
7.2024048096192	264.80787580922
7.2104208416834	265.37273361965
7.2184368737475	265.89236643277
7.2264529058116	266.41987833212
7.2344689378758	266.94804263902
7.2424849699399	267.45692584688
7.2505010020040	267.92037780008
7.2585170340681	268.42857484827
7.2665330661323	268.90255117617
7.2745490981964	269.43553465363
7.2825651302605	269.81881956174
7.2905811623246	270.35328180519
7.2985971943888	270.74270717899
7.3066132264529	271.18795496250
7.3146292585170	271.59449434820
7.3226452905812	272.04928378666
7.3306613226453	272.45968315388
7.3386773547094	272.84272459046
7.3466933867735	273.22645558712
7.3547094188377	273.61978902363
7.3627254509018	273.96218285139
7.3707414829659	274.30737519400
7.3787575150301	274.73301265104
7.3867735470942	275.02167234745
7.3947895791583	275.33457587765
7.4028056112224	275.64722052188
7.4108216432866	276.02914182602
7.4188376753507	276.21600410361
7.4268537074148	276.55469026107
7.4348697394790	276.85120114671
7.4428857715431	277.11014857269
7.4509018036072	277.30413883059
7.4589178356713	277.60313668482
7.4669338677355	277.81860272831
7.4749498997996	278.00040703603
7.4829659318637	278.26844991128
7.4909819639279	278.47806316312
7.4989979959920	278.61171501196
7.5070140280561	278.78119286908
7.5150300601202	279.00429360490
7.5230460921844	279.10046433366
7.5310621242485	279.29148391267
7.5390781563126	279.39842262861
7.5470941883768	279.58646345885
7.5551102204409	279.58782731319
7.5631262525050	279.73706513044
7.5711422845691	279.83487608245
7.5791583166333	279.89335735739
7.5871743486974	279.96159514705
7.5951903807615	280.05853516842
7.6032064128257	280.07094959707
7.6112224448898	280.07538826768
7.6192384769539	280.12337309122
7.6272545090180	280.13883579873
7.6352705410822	280.15943257020
7.6432865731463	280.11120593874
7.6513026052104	280.13114115450
7.6593186372745	280.05292017407
7.6673346693387	280.05388365128
7.6753507014028	279.94751606199
7.6833667334669	279.94295626255
7.6913827655311	279.82747836393
7.6993987975952	279.76484748236
7.7074148296593	279.65522795644
7.7154308617234	279.55526890970
7.7234468937876	279.39780673448
7.7314629258517	279.29540471649
7.7394789579158	279.20363207011
7.7474949899800	279.00698865177
7.7555110220441	278.83236422514
7.7635270541082	278.69461747654
7.7715430861723	278.50866798345
7.7795591182365	278.25301056886
7.7875751503006	278.16313928520
7.7955911823647	277.90113424255
7.8036072144289	277.69125182310
7.8116232464930	277.40661467108
7.8196392785571	277.23942026941
7.8276553106212	276.93025779159
7.8356713426854	276.65837765750
7.8436873747495	276.45492111228
7.8517034068136	276.17315556684
7.8597194388778	275.80895239813
7.8677354709419	275.54687762555
7.8757515030060	275.27497055169
7.8837675350701	274.88988923044
7.8917835671343	274.61046056064
7.8997995991984	274.29839486897
7.9078156312625	273.93835742203
7.9158316633267	273.51151511293
7.9238476953908	273.26927600836
7.9318637274549	272.84381030161
7.9398797595190	272.45513518098
7.9478957915832	272.07815171045
7.9559118236473	271.76124270934
7.9639278557114	271.28113635503
7.9719438877756	270.86925931221
7.9799599198397	270.50159194574
7.9879759519038	270.08296608377
7.9959919839679	269.63894462576
8.0040080160321	269.22810137727
8.0120240480962	268.82026812108
8.0200400801603	268.33146809184
8.0280561122244	267.89185002444
8.0360721442886	267.46570679883
8.0440881763527	267.07738970630
8.0521042084168	266.51693433497
8.0601202404810	266.15517009680
8.0681362725451	265.66608540434
8.0761523046092	265.18789385255
8.0841683366733	264.70186712987
8.0921843687375	264.31304204489
8.1002004008016	263.84658294309
8.1082164328657	263.34310908207
8.1162324649299	262.91266369474
8.1242484969940	262.48903571425
8.1322645290581	261.97567734088
8.1402805611222	261.51497343072
8.1482965931864	261.19109131597
8.1563126252505	260.66464707437
8.1643286573146	260.21246430952
8.1723446893788	259.81226597153
8.1803607214429	259.37213933934
8.1883767535070	258.86918282823
8.1963927855711	258.50980926160
8.2044088176353	258.11002463573
8.2124248496994	257.63195212237
8.2204408817635	257.10307396874
8.2284569138277	256.76914056111
8.2364729458918	256.28387133287
8.2444889779559	255.71655620899
8.2525050100200	255.32817429416
8.2605210420842	254.88804127427
8.2685370741483	254.26303649484
8.2765531062124	253.72472345965
8.2845691382766	253.32344954084
8.2925851703407	252.69759067862
8.3006012024048	252.11661319136
8.3086172344689	251.59671224592
8.3166332665331	251.12182009239
8.3246492985972	250.35210912277
8.3326653306613	249.81830525878
8.3406813627255	249.33057718689
8.3486973947896	248.66003132612
8.3567134268537	247.99414224427
8.3647294589178	247.53020282121
8.3727454909820	246.92475347801
8.3807615230461	246.17596060519
8.3887775551102	245.63862934493
8.3967935871743	245.14312781591
8.4048096192385	244.46549806197
8.4128256513026	243.75570247827
8.4208416833667	243.36182638211
8.4288577154309	242.70794159191
8.4368737474950	241.92073077866
8.4448897795591	241.44138568879
8.4529058116232	241.01647972222
8.4609218436874	240.19266409796
8.4689378757515	239.58717261851
8.4769539078156	239.16404170074
8.4849699398798	238.51266863328
8.4929859719439	237.68147284624
8.5010020040080	237.27243680587
8.5090180360721	236.80554104658
8.5170340681363	235.90037115571
8.5250501002004	235.25918817493
8.5330661322645	234.93836718711
8.5410821643287	234.10720813184
8.5490981963928	233.16023781800
