#Parameters = {C_p=3e-13; C_p_add=7e-14; L_s=7e-10; R_s=4.8}
#"Frequency / GHz"	"Total RCS [pw]_(C_p=1.08e-12) [Magnitude]"
#-------------------------------------------------------------
6.0000000000000	58.244777608143
6.0080160320641	58.652503536248
6.0160320641283	59.051080738591
6.0240480961924	59.443199000578
6.0320641282565	59.802544569922
6.0400801603206	60.187789417241
6.0480961923848	60.600409774195
6.0561122244489	61.019763999986
6.0641282565130	61.426162131776
6.0721442885772	61.812913029685
6.0801603206413	62.207073556688
6.0881763527054	62.587003365162
6.0961923847695	63.005220652062
6.1042084168337	63.440396371645
6.1122244488978	63.851539296574
6.1202404809619	64.248144574024
6.1282565130261	64.650750715620
6.1362725450902	65.039233176520
6.1442885771543	65.465227873524
6.1523046092184	65.908402537058
6.1603206412826	66.327346813421
6.1683366733467	66.730667868881
6.1763527054108	67.143478161303
6.1843687374749	67.538604958327
6.1923847695391	67.974305794435
6.2004008016032	68.420528866932
6.2084168336673	68.855266605689
6.2164328657315	69.263790609518
6.2244488977956	69.667898549734
6.2324649298597	70.097863808646
6.2404809619238	70.524584553044
6.2484969939880	70.975177085019
6.2565130260521	71.426335907262
6.2645290581162	71.839450766372
6.2725450901804	72.253483318473
6.2805611222445	72.692829882941
6.2885771543086	73.125923373040
6.2965931863727	73.586858697070
6.3046092184369	74.042776128387
6.3126252505010	74.474535298526
6.3206412825651	74.894682094737
6.3286573146293	75.326605865566
6.3366733466934	75.798198636056
6.3446893787575	76.250965542969
6.3527054108216	76.713673049349
6.3607214428858	77.167808621100
6.3687374749499	77.594243532179
6.3767535070140	78.041579204045
6.3847695390782	78.523704136847
6.3927855711423	78.990233116519
6.4008016032064	79.465303173055
6.4088176352705	79.934824986630
6.4168336673347	80.376029316914
6.4248496993988	80.838797047188
6.4328657314629	81.337787659739
6.4408817635271	81.819769543092
6.4488977955912	82.314365304542
6.4569138276553	82.799886592260
6.4649298597194	83.270629416825
6.4729458917836	83.751103859477
6.4809619238477	84.250789271031
6.4889779559118	84.788262244381
6.4969939879760	85.285337257717
6.5050100200401	85.793305811716
6.5130260521042	86.300861624289
6.5210420841683	86.805045892728
6.5290581162325	87.334310237402
6.5370741482966	87.903143256923
6.5450901803607	88.429719813891
6.5531062124248	88.975711207133
6.5611222444890	89.512526868520
6.5691382765531	90.068020762893
6.5771543086172	90.627541221619
6.5851703406814	91.222843133980
6.5931863727455	91.813747689368
6.6012024048096	92.391222041407
6.6092184368737	92.989526373774
6.6172344689379	93.583754196140
6.6252505010020	94.208552228148
6.6332665330661	94.844320297644
6.6412825651303	95.519485792249
6.6492985971944	96.141951895711
6.6573146292585	96.803093426158
6.6653306613226	97.475025808105
6.6733466933868	98.182540560890
6.6813627254509	98.892099261305
6.6893787575150	99.633056968032
6.6973947895792	100.36917021657
6.7054108216433	101.10854630888
